src/memory/repository/recall-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	176	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/recall-repository.ts	anti-slop(no-unsafe-dictionary-type)	189	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/memory/repository/recall-repository.ts	anti-slop(no-unsafe-dictionary-type)	225	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/memory/repository/recall-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	227	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/recall-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	230	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/recall-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	231	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/recall-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	232	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/recall-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	233	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/recall-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	235	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/cli/io.ts	anti-slop(no-runtime-typeof)	34	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/cli/io.ts	anti-slop(require-safety-comment-for-type-assertion)	34	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/cli/io.ts	anti-slop(no-runtime-typeof)	46	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/cli/io.ts	anti-slop(require-safety-comment-for-type-assertion)	95	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/cli/io.ts	anti-slop(no-unknown-parameters)	178	Parameter `error` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/cli/io.ts	anti-slop(no-runtime-typeof)	189	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/cli/io.ts	anti-slop(require-safety-comment-for-type-assertion)	190	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/journal-repository.ts	anti-slop(no-unknown-parameters)	31	Parameter `input` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/repository/journal-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	70	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/journal-repository.ts	anti-slop(no-unknown-parameters)	83	Parameter `input` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/repository/journal-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	127	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/journal-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	140	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/journal-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	156	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/journal-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	162	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/journal-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	181	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/repository/journal-repository.ts	anti-slop(no-unknown-parameters)	196	Parameter `input` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/repository/journal-repository.ts	anti-slop(require-safety-comment-for-type-assertion)	234	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/db/storage-receipt.ts	anti-slop(require-safety-comment-for-type-assertion)	71	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/legacy-migrate-persist.ts	anti-slop(require-safety-comment-for-type-assertion)	91	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/legacy-migrate-persist.ts	anti-slop(require-safety-comment-for-type-assertion)	205	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/legacy-migrate-persist.ts	anti-slop(no-unknown-parameters)	292	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/application/legacy-migrate-persist.ts	anti-slop(no-runtime-typeof)	293	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/memory/application/query-recall.ts	anti-slop(require-safety-comment-for-type-assertion)	38	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/query.ts	eslint(no-unused-vars)	12	Type 'MemorySummary' is imported but never used.
src/memory/application/query.ts	anti-slop(require-safety-comment-for-type-assertion)	59	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/query.ts	anti-slop(require-safety-comment-for-type-assertion)	65	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/query.ts	anti-slop(require-safety-comment-for-type-assertion)	91	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/query.ts	anti-slop(require-safety-comment-for-type-assertion)	174	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/append.ts	anti-slop-effect(no-service-constructor-imports)	9	Do not import Effect service constructor "makeJournalRepository" into runtime code. Import the owning Layer, yield the contextual service, and allow its requirements to propagate to the composition root.
src/backup/contracts.ts	anti-slop(no-unknown-parameters)	75	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/backup/contracts.ts	anti-slop(no-runtime-typeof)	99	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	148	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	160	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	169	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	171	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	177	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-runtime-typeof)	179	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	186	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	194	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	207	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	218	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	225	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	232	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	239	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-runtime-typeof)	243	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	250	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	257	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-unknown-parameters)	264	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/backup/contracts.ts	anti-slop(no-unsafe-dictionary-type)	264	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/backup/contracts.ts	anti-slop(no-runtime-typeof)	265	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/sdk/index.ts	anti-slop(require-safety-comment-for-type-assertion)	138	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/config.ts	anti-slop(no-unsafe-dictionary-type)	94	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/memory/config.ts	anti-slop(no-unsafe-dictionary-type)	105	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/memory/config.ts	anti-slop(no-unknown-parameters)	131	Parameter `raw` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/config.ts	anti-slop(no-unknown-parameters)	190	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/config.ts	anti-slop(no-runtime-typeof)	191	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/memory/config.ts	anti-slop(no-unknown-parameters)	196	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/config.ts	anti-slop(no-runtime-typeof)	197	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/memory/config.ts	anti-slop(no-unknown-parameters)	202	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/config.ts	anti-slop(no-runtime-typeof)	203	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/memory/config.ts	anti-slop(no-unknown-parameters)	208	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/config.ts	anti-slop(no-unknown-parameters)	221	Parameter `value` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/memory/config.ts	anti-slop(no-unsafe-dictionary-type)	221	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/memory/config.ts	anti-slop(no-runtime-typeof)	222	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/memory/application/consolidate.ts	anti-slop-effect(no-service-constructor-imports)	14	Do not import Effect service constructor "makeConsolidationRepository" into runtime code. Import the owning Layer, yield the contextual service, and allow its requirements to propagate to the composition root.
src/memory/application/consolidate.ts	anti-slop-effect(no-service-constructor-imports)	19	Do not import Effect service constructor "makeJournalRepository" into runtime code. Import the owning Layer, yield the contextual service, and allow its requirements to propagate to the composition root.
src/memory/domain/errors.ts	anti-slop(no-runtime-typeof)	79	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/cli.ts	anti-slop(no-unknown-parameters)	79	Parameter `_options` leaves input unparsed. Accept a named domain type; run the expected schema or parser at the I/O boundary before calling this function.
src/cli.ts	anti-slop(require-safety-comment-for-type-assertion)	109	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/cli.ts	anti-slop(require-safety-comment-for-type-assertion)	125	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/cli.ts	anti-slop(require-safety-comment-for-type-assertion)	135	This type assertion has no `SAFETY:` justification. State the checked invariant immediately before the assertion or its containing statement.
src/memory/application/recall-import.ts	eslint(no-unused-expressions)	163	Expected expression to be used
src/memory/application/recall-import.ts	eslint(no-unused-expressions)	219	Expected expression to be used
src/memory/application/recall-import.ts	anti-slop-effect(no-service-constructor-imports)	17	Do not import Effect service constructor "makeRecallRepository" into runtime code. Import the owning Layer, yield the contextual service, and allow its requirements to propagate to the composition root.
src/memory/application/recall-import.ts	anti-slop(no-runtime-typeof)	125	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/memory/application/recall-import.ts	anti-slop(no-runtime-typeof)	131	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/memory/application/recall-import.ts	anti-slop(no-runtime-typeof)	248	A `typeof` check narrows a representation without establishing its contract. Parse input at its I/O boundary, then branch on the domain value.
src/mcp/memory-tools.ts	anti-slop-effect(no-service-constructor-imports)	6	Do not import Effect service constructor "makeConsolidationRepository" into runtime code. Import the owning Layer, yield the contextual service, and allow its requirements to propagate to the composition root.
src/mcp/memory-tools.ts	anti-slop-effect(no-service-constructor-imports)	7	Do not import Effect service constructor "makeJournalRepository" into runtime code. Import the owning Layer, yield the contextual service, and allow its requirements to propagate to the composition root.
src/mcp/memory-tools.ts	anti-slop-effect(no-service-constructor-imports)	8	Do not import Effect service constructor "makeRecallRepository" into runtime code. Import the owning Layer, yield the contextual service, and allow its requirements to propagate to the composition root.
src/mcp/memory-tools.ts	anti-slop(no-unsafe-dictionary-type)	15	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/mcp/memory-tools.ts	anti-slop(no-known-value-widening)	57	The explicit anonymous object type on return value of `getMcpRecallStatus` discards known type evidence. Keep inference, validate with `satisfies`, or use a named owner contract.
src/mcp/memory-tools.ts	anti-slop(no-unsafe-dictionary-type)	73	This dictionary's unknown value type gives callers no concrete value contract. Use an owner/schema-derived value type; parse external payloads before insertion.
src/db/s
